tgl,ot,lat,lon,depth,mag,remark,datetime,year,month,day,hour,minute,elliptic_anomaly,anomaly_elliptic
2020/06/24,19:15:39.848,3.25,122.9,516,4.0,Celebes Sea,2020-06-24 19:15:39.848,2020,6,24,19,15,-1,Anomaly
2020/06/24,19:15:38.152,3.35,122.82,529,4.1,Celebes Sea,2020-06-24 19:15:38.152,2020,6,24,19,15,-1,Anomaly
2020/06/30,16:13:41.997,3.04,122.38,538,4.0,Celebes Sea,2020-06-30 16:13:41.997,2020,6,30,16,13,-1,Anomaly
2020/07/02,21:47:20.463,1.96,122.81,426,4.3,Minahassa Peninsula - Sulawesi,2020-07-02 21:47:20.463,2020,7,2,21,47,-1,Anomaly
2020/07/04,10:47:09.203,2.59,122.43,522,3.9,Celebes Sea,2020-07-04 10:47:09.203,2020,7,4,10,47,-1,Anomaly
2020/07/06,22:54:46.995,-5.73,110.63,537,6.1,Java Sea,2020-07-06 22:54:46.995,2020,7,6,22,54,-1,Anomaly
2020/07/06,22:54:46.995,-5.73,110.63,537,6.1,Java Sea,2020-07-06 22:54:46.995,2020,7,6,22,54,-1,Anomaly
2020/07/07,09:56:10.710,-7.13,125.05,513,4.8,Banda Sea,2020-07-07 09:56:10.710,2020,7,7,9,56,-1,Anomaly
2020/07/12,22:56:34.058,-0.75,126.61,750,3.8,Southern Molucca Sea,2020-07-12 22:56:34.058,2020,7,12,22,56,-1,Anomaly
2020/07/14,23:33:58.078,-7.32,120.44,607,5.8,Flores Sea,2020-07-14 23:33:58.078,2020,7,14,23,33,-1,Anomaly
2020/07/14,23:33:58.078,-7.32,120.44,607,5.8,Flores Sea,2020-07-14 23:33:58.078,2020,7,14,23,33,-1,Anomaly
2020/07/15,13:28:05.333,3.31,122.56,528,4.5,Celebes Sea,2020-07-15 13:28:05.333,2020,7,15,13,28,-1,Anomaly
2020/07/18,13:39:34.175,-7.46,123.56,534,4.5,Banda Sea,2020-07-18 13:39:34.175,2020,7,18,13,39,-1,Anomaly
2020/07/19,03:41:46.087,-6.9,126.54,432,4.5,Banda Sea,2020-07-19 03:41:46.087,2020,7,19,3,41,-1,Anomaly
2020/07/24,12:46:24.100,4.18,122.73,565,4.8,Celebes Sea,2020-07-24 12:46:24.100,2020,7,24,12,46,-1,Anomaly
2020/08/03,10:11:12.057,-7.16,125.54,535,4.4,Banda Sea,2020-08-03 10:11:12.057,2020,8,3,10,11,-1,Anomaly
2020/08/04,16:00:51.948,-7.22,123.5,645,4.3,Banda Sea,2020-08-04 16:00:51.948,2020,8,4,16,0,-1,Anomaly
2020/08/04,02:39:55.832,3.14,122.8,501,4.9,Celebes Sea,2020-08-04 02:39:55.832,2020,8,4,2,39,-1,Anomaly
2020/08/07,16:08:45.915,-7.19,125.21,537,4.1,Banda Sea,2020-08-07 16:08:45.915,2020,8,7,16,8,-1,Anomaly
2020/08/12,17:12:03.559,-4.63,125.27,456,4.0,Banda Sea,2020-08-12 17:12:03.559,2020,8,12,17,12,-1,Anomaly
2020/08/13,06:08:05.991,-0.65,106.58,458,5.9,Java Sea,2020-08-13 06:08:05.991,2020,8,13,6,8,-1,Anomaly
2020/08/15,03:11:58.707,5.93,123.81,506,4.2,Mindanao - Philippines,2020-08-15 03:11:58.707,2020,8,15,3,11,-1,Anomaly
2020/08/16,03:37:08.783,-7.01,123.6,579,4.3,Banda Sea,2020-08-16 03:37:08.783,2020,8,16,3,37,-1,Anomaly
2020/08/18,21:09:37.155,-2.29,96.93,515,4.7,Southwest of Sumatra - Indonesia,2020-08-18 21:09:37.155,2020,8,18,21,9,-1,Anomaly
2020/08/21,10:47:01.041,-6.99,123.53,683,4.2,Banda Sea,2020-08-21 10:47:01.041,2020,8,21,10,47,-1,Anomaly
2020/08/21,09:17:30.720,-6.97,123.65,650,4.3,Banda Sea,2020-08-21 09:17:30.720,2020,8,21,9,17,-1,Anomaly
2020/08/21,04:42:35.194,-7.01,123.56,668,5.5,Banda Sea,2020-08-21 04:42:35.194,2020,8,21,4,42,-1,Anomaly
2020/08/21,04:42:35.194,-7.01,123.56,668,5.5,Banda Sea,2020-08-21 04:42:35.194,2020,8,21,4,42,-1,Anomaly
2020/08/21,04:09:50.927,-6.84,123.48,663,6.7,Banda Sea,2020-08-21 04:09:50.927,2020,8,21,4,9,-1,Anomaly
2020/08/21,04:09:50.927,-6.84,123.48,663,6.7,Banda Sea,2020-08-21 04:09:50.927,2020,8,21,4,9,-1,Anomaly
2020/08/23,18:03:38.829,5.08,124.05,460,4.4,Mindanao - Philippines,2020-08-23 18:03:38.829,2020,8,23,18,3,-1,Anomaly
2020/08/23,15:45:27.847,4.47,123.08,422,4.2,Celebes Sea,2020-08-23 15:45:27.847,2020,8,23,15,45,-1,Anomaly
2020/08/30,12:01:01.947,0.94,120.23,658,4.6,Minahassa Peninsula - Sulawesi,2020-08-30 12:01:01.947,2020,8,30,12,1,-1,Anomaly
2020/09/04,01:12:34.925,3.5,122.28,587,4.8,Celebes Sea,2020-09-04 01:12:34.925,2020,9,4,1,12,-1,Anomaly
2020/09/10,03:49:32.689,-7.3,125.14,488,4.5,Banda Sea,2020-09-10 03:49:32.689,2020,9,10,3,49,-1,Anomaly
2020/09/22,22:57:38.297,-7.39,123.18,647,4.5,Banda Sea,2020-09-22 22:57:38.297,2020,9,22,22,57,-1,Anomaly
2020/09/24,17:42:13.169,-7.42,125.04,529,4.9,Banda Sea,2020-09-24 17:42:13.169,2020,9,24,17,42,-1,Anomaly
2020/09/24,00:44:17.154,-9.29,118.49,432,3.7,Sumbawa Region - Indonesia,2020-09-24 00:44:17.154,2020,9,24,0,44,-1,Anomaly
2020/09/30,05:23:12.954,-7.26,125.25,477,4.8,Banda Sea,2020-09-30 05:23:12.954,2020,9,30,5,23,-1,Anomaly
2020/10/03,23:03:21.354,-6.39,112.84,659,4.0,Java - Indonesia,2020-10-03 23:03:21.354,2020,10,3,23,3,-1,Anomaly
2020/10/10,08:26:04.089,2.51,123.03,441,4.3,Celebes Sea,2020-10-10 08:26:04.089,2020,10,10,8,26,-1,Anomaly
2020/10/24,11:14:02.410,-6.98,125.59,517,4.5,Banda Sea,2020-10-24 11:14:02.410,2020,10,24,11,14,-1,Anomaly
2020/10/30,02:02:38.207,-7.01,125.36,484,4.3,Banda Sea,2020-10-30 02:02:38.207,2020,10,30,2,2,-1,Anomaly
2020/10/31,13:41:45.547,-6.92,125.23,561,4.4,Banda Sea,2020-10-31 13:41:45.547,2020,10,31,13,41,-1,Anomaly
2020/11/05,17:21:57.191,-7.21,124.0,589,4.3,Banda Sea,2020-11-05 17:21:57.191,2020,11,5,17,21,-1,Anomaly
2020/11/05,16:45:56.661,-6.87,110.99,548,3.8,Java - Indonesia,2020-11-05 16:45:56.661,2020,11,5,16,45,-1,Anomaly
2020/11/05,00:32:02.468,-7.48,126.19,431,5.1,Banda Sea,2020-11-05 00:32:02.468,2020,11,5,0,32,-1,Anomaly
2020/11/09,00:33:36.450,-7.01,125.79,464,3.8,Banda Sea,2020-11-09 00:33:36.450,2020,11,9,0,33,-1,Anomaly
2020/11/12,19:19:49.262,4.03,122.75,569,4.6,Celebes Sea,2020-11-12 19:19:49.262,2020,11,12,19,19,-1,Anomaly
2020/11/13,09:13:37.158,-4.44,125.33,437,4.3,Banda Sea,2020-11-13 09:13:37.158,2020,11,13,9,13,-1,Anomaly
2020/11/17,14:27:11.311,3.31,122.72,514,4.5,Celebes Sea,2020-11-17 14:27:11.311,2020,11,17,14,27,-1,Anomaly
2020/11/22,07:34:01.937,2.76,122.22,530,3.9,Celebes Sea,2020-11-22 07:34:01.937,2020,11,22,7,34,-1,Anomaly
2020/11/24,18:27:01.735,-7.77,118.31,583,4.8,Flores Sea,2020-11-24 18:27:01.735,2020,11,24,18,27,-1,Anomaly
2020/11/26,05:10:09.082,1.1,123.77,610,6.1,Minahassa Peninsula - Sulawesi,2020-11-26 05:10:09.082,2020,11,26,5,10,-1,Anomaly
2020/11/28,11:03:19.493,-8.35,125.97,454,5.9,Timor Region,2020-11-28 11:03:19.493,2020,11,28,11,3,-1,Anomaly
2020/11/28,08:46:40.064,-7.46,120.38,498,3.8,Flores Sea,2020-11-28 08:46:40.064,2020,11,28,8,46,-1,Anomaly
2020/12/04,19:32:00.254,4.1,122.88,557,4.3,Celebes Sea,2020-12-04 19:32:00.254,2020,12,4,19,32,-1,Anomaly
2020/12/04,19:32:00.883,4.06,122.92,556,4.4,Celebes Sea,2020-12-04 19:32:00.883,2020,12,4,19,32,-1,Anomaly
2020/12/04,04:35:32.610,-6.99,113.95,545,3.8,Java - Indonesia,2020-12-04 04:35:32.610,2020,12,4,4,35,-1,Anomaly
2020/12/08,07:25:19.671,-0.81,103.97,750,4.2,Southern Sumatra - Indonesia,2020-12-08 07:25:19.671,2020,12,8,7,25,-1,Anomaly
2020/12/08,06:02:10.631,-7.06,126.76,431,4.2,Banda Sea,2020-12-08 06:02:10.631,2020,12,8,6,2,-1,Anomaly
2020/12/10,18:40:26.842,5.83,124.18,479,4.4,Mindanao - Philippines,2020-12-10 18:40:26.842,2020,12,10,18,40,-1,Anomaly
2020/12/10,06:15:01.945,3.56,123.74,511,4.1,Celebes Sea,2020-12-10 06:15:01.945,2020,12,10,6,15,-1,Anomaly
2020/12/12,16:19:24.917,3.3,122.68,535,4.3,Celebes Sea,2020-12-12 16:19:24.917,2020,12,12,16,19,-1,Anomaly
2020/12/12,16:19:23.772,3.5,122.71,544,4.4,Celebes Sea,2020-12-12 16:19:23.772,2020,12,12,16,19,-1,Anomaly
2020/12/28,02:37:41.145,4.73,123.73,462,4.3,Celebes Sea,2020-12-28 02:37:41.145,2020,12,28,2,37,-1,Anomaly
2020/12/30,20:29:32.307,-6.72,127.38,422,4.3,Banda Sea,2020-12-30 20:29:32.307,2020,12,30,20,29,-1,Anomaly
2020/12/30,11:03:09.012,-6.85,126.71,438,4.1,Banda Sea,2020-12-30 11:03:09.012,2020,12,30,11,3,-1,Anomaly
2021/01/02,08:03:52.642,-7.18,125.17,460,4.1,Banda Sea,2021-01-02 08:03:52.642,2021,1,2,8,3,-1,Anomaly
2021/01/04,00:47:04.666,2.49,123.29,432,4.0,Celebes Sea,2021-01-04 00:47:04.666,2021,1,4,0,47,-1,Anomaly
2021/01/08,16:49:58.942,-7.51,120.16,629,4.8,Flores Sea,2021-01-08 16:49:58.942,2021,1,8,16,49,-1,Anomaly
2021/01/08,16:49:58.942,-7.51,120.16,629,4.8,Flores Sea,2021-01-08 16:49:58.942,2021,1,8,16,49,-1,Anomaly
2021/01/11,01:38:47.559,-7.57,120.68,626,5.1,Flores Sea,2021-01-11 01:38:47.559,2021,1,11,1,38,-1,Anomaly
2021/01/11,01:32:30.169,-7.89,119.26,740,3.6,Flores Sea,2021-01-11 01:32:30.169,2021,1,11,1,32,-1,Anomaly
2021/01/11,01:20:38.413,-7.38,120.39,629,5.5,Flores Sea,2021-01-11 01:20:38.413,2021,1,11,1,20,-1,Anomaly
2021/01/11,01:20:38.413,-7.38,120.39,629,5.5,Flores Sea,2021-01-11 01:20:38.413,2021,1,11,1,20,-1,Anomaly
2021/01/13,14:34:59.969,-6.66,110.77,575,4.5,Java - Indonesia,2021-01-13 14:34:59.969,2021,1,13,14,34,-1,Anomaly
2021/01/19,05:01:03.481,-7.44,125.32,434,5.3,Banda Sea,2021-01-19 05:01:03.481,2021,1,19,5,1,-1,Anomaly
2021/01/19,05:01:03.481,-7.44,125.32,434,5.3,Banda Sea,2021-01-19 05:01:03.481,2021,1,19,5,1,-1,Anomaly
2021/01/24,21:27:07.170,1.91,123.79,709,3.9,Minahassa Peninsula - Sulawesi,2021-01-24 21:27:07.170,2021,1,24,21,27,-1,Anomaly
2021/01/25,12:08:48.172,-6.52,122.4,421,3.9,Flores Sea,2021-01-25 12:08:48.172,2021,1,25,12,8,-1,Anomaly
2021/01/26,12:39:25.392,3.9,123.36,500,4.6,Celebes Sea,2021-01-26 12:39:25.392,2021,1,26,12,39,-1,Anomaly
2021/01/30,09:50:05.519,1.59,121.96,482,4.6,Minahassa Peninsula - Sulawesi,2021-01-30 09:50:05.519,2021,1,30,9,50,-1,Anomaly
2021/01/30,09:32:20.966,1.44,121.66,489,3.9,Minahassa Peninsula - Sulawesi,2021-01-30 09:32:20.966,2021,1,30,9,32,-1,Anomaly
2021/02/01,04:47:02.527,1.86,121.65,527,4.0,Minahassa Peninsula - Sulawesi,2021-02-01 04:47:02.527,2021,2,1,4,47,-1,Anomaly
2021/02/10,08:40:50.382,0.09,97.3,750,3.2,Northern Sumatra - Indonesia,2021-02-10 08:40:50.382,2021,2,10,8,40,-1,Anomaly
2021/02/12,07:01:32.355,-5.63,102.99,468,4.5,Southern Sumatra - Indonesia,2021-02-12 07:01:32.355,2021,2,12,7,1,-1,Anomaly
2021/02/13,18:18:57.471,2.14,122.62,439,4.4,Celebes Sea,2021-02-13 18:18:57.471,2021,2,13,18,18,-1,Anomaly
2021/02/16,23:49:09.424,-7.2,125.34,478,4.3,Banda Sea,2021-02-16 23:49:09.424,2021,2,16,23,49,-1,Anomaly
2021/02/16,08:42:11.505,-6.17,112.13,603,5.0,Java - Indonesia,2021-02-16 08:42:11.505,2021,2,16,8,42,-1,Anomaly
2021/02/16,08:42:11.505,-6.17,112.13,603,5.0,Java - Indonesia,2021-02-16 08:42:11.505,2021,2,16,8,42,-1,Anomaly
2021/02/25,05:01:08.433,-7.33,123.8,565,4.3,Banda Sea,2021-02-25 05:01:08.433,2021,2,25,5,1,-1,Anomaly
2021/03/06,12:20:09.154,0.84,123.84,588,5.0,Minahassa Peninsula - Sulawesi,2021-03-06 12:20:09.154,2021,3,6,12,20,-1,Anomaly
2021/03/06,10:04:15.747,-7.16,125.46,482,4.4,Banda Sea,2021-03-06 10:04:15.747,2021,3,6,10,4,-1,Anomaly
2021/03/08,20:20:08.799,-6.15,125.23,588,4.2,Banda Sea,2021-03-08 20:20:08.799,2021,3,8,20,20,-1,Anomaly
2021/03/08,13:06:10.402,0.73,126.29,688,3.4,Northern Molucca Sea,2021-03-08 13:06:10.402,2021,3,8,13,6,-1,Anomaly
2021/03/08,13:06:07.156,-1.28,98.96,750,3.5,Southern Sumatra - Indonesia,2021-03-08 13:06:07.156,2021,3,8,13,6,-1,Anomaly
2021/03/13,12:32:42.055,5.78,124.13,522,4.5,Mindanao - Philippines,2021-03-13 12:32:42.055,2021,3,13,12,32,-1,Anomaly
2021/03/14,16:19:26.079,3.54,123.64,479,4.2,Celebes Sea,2021-03-14 16:19:26.079,2021,3,14,16,19,-1,Anomaly
2021/03/16,22:51:02.880,-7.53,119.65,429,3.5,Flores Sea,2021-03-16 22:51:02.880,2021,3,16,22,51,-1,Anomaly
2021/03/20,09:52:34.642,-4.56,125.77,438,4.6,Banda Sea,2021-03-20 09:52:34.642,2021,3,20,9,52,-1,Anomaly
2021/03/24,21:23:03.658,1.07,120.9,576,5.2,Minahassa Peninsula - Sulawesi,2021-03-24 21:23:03.658,2021,3,24,21,23,-1,Anomaly
2021/03/24,18:14:16.537,-7.23,124.83,543,3.7,Banda Sea,2021-03-24 18:14:16.537,2021,3,24,18,14,-1,Anomaly
2021/03/25,19:12:10.344,-2.46,128.26,566,2.7,Ceram Sea,2021-03-25 19:12:10.344,2021,3,25,19,12,-1,Anomaly
2021/03/26,04:24:27.008,-5.47,125.24,750,3.9,Banda Sea,2021-03-26 04:24:27.008,2021,3,26,4,24,-1,Anomaly
2021/03/31,20:56:22.780,-7.47,122.98,545,3.5,Flores Sea,2021-03-31 20:56:22.780,2021,3,31,20,56,-1,Anomaly
2021/04/08,05:26:53.005,2.75,122.53,551,4.9,Celebes Sea,2021-04-08 05:26:53.005,2021,4,8,5,26,-1,Anomaly
2021/04/10,16:00:20.656,-7.33,122.43,549,4.8,Flores Sea,2021-04-10 16:00:20.656,2021,4,10,16,0,-1,Anomaly
2021/04/18,18:59:00.808,3.54,122.72,542,4.4,Celebes Sea,2021-04-18 18:59:00.808,2021,4,18,18,59,-1,Anomaly
2021/04/23,18:53:03.857,-6.88,126.93,422,4.1,Banda Sea,2021-04-23 18:53:03.857,2021,4,23,18,53,-1,Anomaly
2021/04/30,12:23:56.776,-7.48,120.44,504,3.3,Flores Sea,2021-04-30 12:23:56.776,2021,4,30,12,23,-1,Anomaly
2021/04/30,11:45:47.409,4.55,124.39,422,4.2,Celebes Sea,2021-04-30 11:45:47.409,2021,4,30,11,45,-1,Anomaly
2021/05/05,13:39:54.466,2.57,122.98,455,4.1,Celebes Sea,2021-05-05 13:39:54.466,2021,5,5,13,39,-1,Anomaly
2021/05/05,04:00:57.374,-4.89,125.52,472,4.0,Banda Sea,2021-05-05 04:00:57.374,2021,5,5,4,0,-1,Anomaly
2021/05/09,12:24:11.180,-7.02,125.32,562,3.9,Banda Sea,2021-05-09 12:24:11.180,2021,5,9,12,24,-1,Anomaly
2021/05/12,16:15:12.586,-1.67,131.14,750,3.8,Irian Jaya Region - Indonesia,2021-05-12 16:15:12.586,2021,5,12,16,15,-1,Anomaly
2021/05/14,16:18:20.272,-6.04,126.01,476,4.2,Banda Sea,2021-05-14 16:18:20.272,2021,5,14,16,18,-1,Anomaly
2021/05/19,18:06:47.282,1.2,131.75,729,4.5,Irian Jaya Region - Indonesia,2021-05-19 18:06:47.282,2021,5,19,18,6,-1,Anomaly
2021/05/19,15:26:17.068,-2.78,131.6,750,3.2,Irian Jaya Region - Indonesia,2021-05-19 15:26:17.068,2021,5,19,15,26,-1,Anomaly
2021/05/20,09:28:43.038,-6.99,125.08,553,4.5,Banda Sea,2021-05-20 09:28:43.038,2021,5,20,9,28,-1,Anomaly
2021/05/20,09:28:43.038,-6.99,125.08,553,4.5,Banda Sea,2021-05-20 09:28:43.038,2021,5,20,9,28,-1,Anomaly
2021/05/21,22:37:59.461,-1.03,123.98,750,4.1,Sulawesi - Indonesia,2021-05-21 22:37:59.461,2021,5,21,22,37,-1,Anomaly
2021/05/21,12:19:41.877,-1.77,120.9,750,3.2,Sulawesi - Indonesia,2021-05-21 12:19:41.877,2021,5,21,12,19,-1,Anomaly
2021/05/23,13:37:13.645,-6.95,126.81,439,4.1,Banda Sea,2021-05-23 13:37:13.645,2021,5,23,13,37,-1,Anomaly
2021/06/09,22:11:53.007,-7.7,123.55,505,3.4,Banda Sea,2021-06-09 22:11:53.007,2021,6,9,22,11,-1,Anomaly
2021/06/11,01:34:04.110,-6.95,125.39,533,4.5,Banda Sea,2021-06-11 01:34:04.110,2021,6,11,1,34,-1,Anomaly
2021/06/13,15:40:05.364,-5.84,127.78,428,3.8,Banda Sea,2021-06-13 15:40:05.364,2021,6,13,15,40,-1,Anomaly
2021/06/21,04:30:33.206,5.61,124.13,470,4.6,Mindanao - Philippines,2021-06-21 04:30:33.206,2021,6,21,4,30,-1,Anomaly
2021/07/04,22:13:39.119,3.39,122.64,532,4.3,Celebes Sea,2021-07-04 22:13:39.119,2021,7,4,22,13,-1,Anomaly
2021/07/08,20:36:13.083,4.35,123.51,468,4.4,Celebes Sea,2021-07-08 20:36:13.083,2021,7,8,20,36,-1,Anomaly
2021/07/09,01:53:33.156,-7.35,126.23,435,5.0,Banda Sea,2021-07-09 01:53:33.156,2021,7,9,1,53,-1,Anomaly
2021/07/18,16:21:21.773,1.95,122.18,454,3.8,Minahassa Peninsula - Sulawesi,2021-07-18 16:21:21.773,2021,7,18,16,21,-1,Anomaly
2021/08/06,16:08:58.637,4.76,123.06,575,5.1,Celebes Sea,2021-08-06 16:08:58.637,2021,8,6,16,8,-1,Anomaly
2021/08/19,17:18:16.617,2.98,123.13,460,4.5,Celebes Sea,2021-08-19 17:18:16.617,2021,8,19,17,18,-1,Anomaly
2021/08/25,04:01:15.298,-5.3,125.24,550,4.3,Banda Sea,2021-08-25 04:01:15.298,2021,8,25,4,1,-1,Anomaly
2021/09/05,05:32:21.247,-7.42,120.1,518,3.5,Flores Sea,2021-09-05 05:32:21.247,2021,9,5,5,32,-1,Anomaly
2021/09/11,09:40:12.017,-7.08,125.13,534,4.5,Banda Sea,2021-09-11 09:40:12.017,2021,9,11,9,40,-1,Anomaly
2021/09/11,09:40:12.017,-7.08,125.13,534,4.5,Banda Sea,2021-09-11 09:40:12.017,2021,9,11,9,40,-1,Anomaly
2021/09/18,08:28:57.238,1.55,121.93,466,4.2,Minahassa Peninsula - Sulawesi,2021-09-18 08:28:57.238,2021,9,18,8,28,-1,Anomaly
2021/09/23,03:52:40.650,3.67,122.76,528,4.8,Celebes Sea,2021-09-23 03:52:40.650,2021,9,23,3,52,-1,Anomaly
2021/10/01,19:08:08.934,2.74,122.58,509,3.9,Celebes Sea,2021-10-01 19:08:08.934,2021,10,1,19,8,-1,Anomaly
2021/10/05,08:51:09.052,2.76,122.36,518,4.6,Celebes Sea,2021-10-05 08:51:09.052,2021,10,5,8,51,-1,Anomaly
2021/10/05,08:51:09.052,2.76,122.36,518,4.6,Celebes Sea,2021-10-05 08:51:09.052,2021,10,5,8,51,-1,Anomaly
2021/10/06,15:08:38.166,3.73,123.01,505,4.6,Celebes Sea,2021-10-06 15:08:38.166,2021,10,6,15,8,-1,Anomaly
2021/10/10,11:32:37.871,3.38,123.02,520,4.4,Celebes Sea,2021-10-10 11:32:37.871,2021,10,10,11,32,-1,Anomaly
2021/10/12,15:25:16.723,-7.41,120.41,553,4.1,Flores Sea,2021-10-12 15:25:16.723,2021,10,12,15,25,-1,Anomaly
2021/10/13,17:48:08.401,4.43,123.44,531,4.7,Celebes Sea,2021-10-13 17:48:08.401,2021,10,13,17,48,-1,Anomaly
2021/10/15,03:30:34.780,3.65,123.29,479,4.9,Celebes Sea,2021-10-15 03:30:34.780,2021,10,15,3,30,-1,Anomaly
2021/11/14,23:06:17.088,2.88,122.27,533,4.3,Celebes Sea,2021-11-14 23:06:17.088,2021,11,14,23,6,-1,Anomaly
2021/11/28,13:51:15.859,-6.91,125.47,538,4.8,Banda Sea,2021-11-28 13:51:15.859,2021,11,28,13,51,-1,Anomaly
2021/12/01,14:07:04.367,-7.16,124.71,539,4.2,Banda Sea,2021-12-01 14:07:04.367,2021,12,1,14,7,-1,Anomaly
2021/12/02,23:15:21.537,-7.29,125.25,482,4.0,Banda Sea,2021-12-02 23:15:21.537,2021,12,2,23,15,-1,Anomaly
2021/12/03,21:37:58.989,-6.5,112.98,620,4.4,Java - Indonesia,2021-12-03 21:37:58.989,2021,12,3,21,37,-1,Anomaly
2021/12/12,02:37:30.892,-6.94,125.3,520,4.2,Banda Sea,2021-12-12 02:37:30.892,2021,12,12,2,37,-1,Anomaly
2021/12/17,07:04:23.315,3.36,121.99,606,4.3,Celebes Sea,2021-12-17 07:04:23.315,2021,12,17,7,4,-1,Anomaly
2021/12/22,00:30:32.304,-7.1,124.08,614,4.7,Banda Sea,2021-12-22 00:30:32.304,2021,12,22,0,30,-1,Anomaly
2021/12/23,03:01:31.794,5.68,123.95,497,4.6,Mindanao - Philippines,2021-12-23 03:01:31.794,2021,12,23,3,1,-1,Anomaly
2021/12/31,19:07:22.804,-7.47,123.79,539,4.4,Banda Sea,2021-12-31 19:07:22.804,2021,12,31,19,7,-1,Anomaly
2022/01/01,10:04:40.941,3.87,122.69,558,4.9,Celebes Sea,2022-01-01 10:04:40.941,2022,1,1,10,4,-1,Anomaly
2022/01/04,20:55:47.574,-4.83,125.04,553,6.0,Banda Sea,2022-01-04 20:55:47.574,2022,1,4,20,55,-1,Anomaly
2022/01/04,20:55:47.574,-4.83,125.04,553,6.0,Banda Sea,2022-01-04 20:55:47.574,2022,1,4,20,55,-1,Anomaly
2022/01/07,20:14:35.397,-5.78,110.23,546,4.6,Java Sea,2022-01-07 20:14:35.397,2022,1,7,20,14,-1,Anomaly
2022/01/07,16:51:06.690,-7.18,125.07,484,3.5,Banda Sea,2022-01-07 16:51:06.690,2022,1,7,16,51,-1,Anomaly
2022/01/09,04:13:03.932,-6.96,125.17,504,3.8,Banda Sea,2022-01-09 04:13:03.932,2022,1,9,4,13,-1,Anomaly
2022/01/27,09:12:39.074,-7.25,124.56,507,3.5,Banda Sea,2022-01-27 09:12:39.074,2022,1,27,9,12,-1,Anomaly
2022/01/28,22:18:57.619,-6.97,125.22,539,4.7,Banda Sea,2022-01-28 22:18:57.619,2022,1,28,22,18,-1,Anomaly
2022/01/28,20:35:26.245,-7.05,125.73,526,4.5,Banda Sea,2022-01-28 20:35:26.245,2022,1,28,20,35,-1,Anomaly
2022/01/30,17:21:22.957,-7.65,120.64,522,4.2,Flores Sea,2022-01-30 17:21:22.957,2022,1,30,17,21,-1,Anomaly
2022/01/31,02:43:31.290,-7.41,120.45,542,4.0,Flores Sea,2022-01-31 02:43:31.290,2022,1,31,2,43,-1,Anomaly
2022/02/08,10:20:47.472,-4.48,125.41,464,4.7,Banda Sea,2022-02-08 10:20:47.472,2022,2,8,10,20,-1,Anomaly
2022/03/17,15:05:02.728,4.85,124.25,433,4.4,Celebes Sea,2022-03-17 15:05:02.728,2022,3,17,15,5,-1,Anomaly
2022/03/25,14:00:29.237,-7.32,120.14,597,3.1,Flores Sea,2022-03-25 14:00:29.237,2022,3,25,14,0,-1,Anomaly
2022/04/03,05:34:33.686,-0.62,100.41,750,3.2,Southern Sumatra - Indonesia,2022-04-03 05:34:33.686,2022,4,3,5,34,-1,Anomaly
2022/04/03,05:34:31.535,-5.13,120.51,750,3.0,Sulawesi - Indonesia,2022-04-03 05:34:31.535,2022,4,3,5,34,-1,Anomaly
2022/04/07,15:02:26.659,-6.94,127.18,428,4.6,Banda Sea,2022-04-07 15:02:26.659,2022,4,7,15,2,-1,Anomaly
2022/04/16,17:28:49.317,0.91,100.48,745,3.0,Northern Sumatra - Indonesia,2022-04-16 17:28:49.317,2022,4,16,17,28,-1,Anomaly
2022/04/16,11:45:11.653,-4.56,125.32,462,4.9,Banda Sea,2022-04-16 11:45:11.653,2022,4,16,11,45,-1,Anomaly
2022/04/18,13:00:34.055,-7.44,120.12,523,3.6,Flores Sea,2022-04-18 13:00:34.055,2022,4,18,13,0,-1,Anomaly
2022/04/18,02:42:19.498,-6.16,125.26,557,4.9,Banda Sea,2022-04-18 02:42:19.498,2022,4,18,2,42,-1,Anomaly
2022/04/19,13:46:07.016,-7.45,121.14,466,2.9,Flores Sea,2022-04-19 13:46:07.016,2022,4,19,13,46,-1,Anomaly
2022/04/20,01:06:58.207,3.86,122.34,616,4.6,Celebes Sea,2022-04-20 01:06:58.207,2022,4,20,1,6,-1,Anomaly
2022/04/24,02:37:48.046,-6.4,112.99,626,4.2,Java - Indonesia,2022-04-24 02:37:48.046,2022,4,24,2,37,-1,Anomaly
2022/05/16,05:04:11.558,1.63,122.29,435,4.4,Minahassa Peninsula - Sulawesi,2022-05-16 05:04:11.558,2022,5,16,5,4,-1,Anomaly
2022/05/17,01:53:29.553,-7.23,130.44,738,4.2,Tanimbar Islands Reg. - Indonesia,2022-05-17 01:53:29.553,2022,5,17,1,53,-1,Anomaly
2022/05/18,02:09:41.487,-6.98,125.26,532,4.7,Banda Sea,2022-05-18 02:09:41.487,2022,5,18,2,9,-1,Anomaly
2022/05/25,21:58:49.259,-7.26,125.3,495,3.9,Banda Sea,2022-05-25 21:58:49.259,2022,5,25,21,58,-1,Anomaly
2022/06/01,15:00:08.499,-6.44,113.01,598,4.6,Java - Indonesia,2022-06-01 15:00:08.499,2022,6,1,15,0,-1,Anomaly
2022/06/10,17:07:46.338,4.14,123.13,526,4.6,Celebes Sea,2022-06-10 17:07:46.338,2022,6,10,17,7,-1,Anomaly
2022/06/12,22:34:04.619,-7.42,120.16,576,4.9,Flores Sea,2022-06-12 22:34:04.619,2022,6,12,22,34,-1,Anomaly
